domain,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
amazon.de,amazon.de,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.de,,,,,,,ns1.amzndns.org|ns2.amzndns.co.uk|ns2.amzndns.com|ns2.amzndns.net|ns2.amzndns.org|ns1.amzndns.co.uk|ns1.amzndns.com|ns1.amzndns.net,,
amazon.eg,amazon.eg,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.eg,,,,,,,ns1.amzndns.com|ns1.amzndns.org|ns2.amzndns.com|ns2.amzndns.org|ns2.amzndns.co.uk|ns1.amzndns.net|ns2.amzndns.net|ns1.amzndns.co.uk,,
amazon.es,amazon.es,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.es,,,,,,,ns2.amzndns.co.uk|ns1.amzndns.org|ns2.amzndns.org|ns2.amzndns.net|ns2.amzndns.com|ns1.amzndns.net|ns1.amzndns.com|ns1.amzndns.co.uk,,
amazon.fr,amazon.fr,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:spf.mandrillapp.com include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.fr,,,,,,,ns1.amzndns.net|ns1.amzndns.org|ns2.amzndns.co.uk|ns1.amzndns.com|ns2.amzndns.org|ns1.amzndns.co.uk|ns2.amzndns.com|ns2.amzndns.net,,
amazon.it,amazon.it,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.it,,,,,,,ns2.amzndns.org|ns2.amzndns.net|ns2.amzndns.co.uk|ns2.amzndns.com,,
amazon.jp,amazon.jp,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:dmarc-reports@bounces.amazon.com,mailto:dmarc-reports@bounces.amazon.com,quarantine,"10, smtp-0101.amazon.com|10, smtp-0102.amazon.com|10, smtp-2101.amazon.com|10, smtp-2102.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc-reports@bounces.amazon.com; ruf=mailto:dmarc-reports@bounces.amazon.com,amazon.jp,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 207.171.178.147 is 178-147.amazon.com, but the A/AAAA DNS records for 178-147.amazon.com do not resolve to 207.171.178.147|The domain 178-148.amazon.com does not exist|The reverse DNS of 207.171.178.148 is 178-148.amazon.com, but the A/AAAA DNS records for 178-148.amazon.com do not resolve to 207.171.178.148",,,,"bounces.amazon.com does not indicate that it accepts DMARC reports about amazon.jp - Authorization record not found: amazon.jp._report._dmarc.bounces.amazon.com ""                     IN TXT ""v=DMARC1""|bounces.amazon.com does not indicate that it accepts DMARC reports about amazon.jp - Authorization record not found: amazon.jp._report._dmarc.bounces.amazon.com ""                     IN TXT ""v=DMARC1""",ns2.amzndns.net|ns2.amzndns.co.uk|ns1.amzndns.net|ns2.amzndns.org|ns2.amzndns.com|ns1.amzndns.com|ns1.amzndns.co.uk|ns1.amzndns.org,,
amazon.ml,amazon.ml,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc-reports@bounces.amazon.com,mailto:dmarc-reports@bounces.amazon.com,reject,,,,v=spf1 include:amazon.com -all,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc-reports@bounces.amazon.com; ruf=mailto:dmarc-reports@bounces.amazon.com,amazon.ml,,No MX records found. Is the domain parked?,,,,"bounces.amazon.com does not indicate that it accepts DMARC reports about amazon.ml - Authorization record not found: amazon.ml._report._dmarc.bounces.amazon.com ""                     IN TXT ""v=DMARC1""|bounces.amazon.com does not indicate that it accepts DMARC reports about amazon.ml - Authorization record not found: amazon.ml._report._dmarc.bounces.amazon.com ""                     IN TXT ""v=DMARC1""",nsgbr.comlaude.co.uk|nssui.comlaude.ch|nsusa.comlaude.net,,
amazon.mx,amazon.mx,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazon.mx,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazon.mx - Authorization record not found: amazon.mx._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazon.mx - Authorization record not found: amazon.mx._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",pdns1.ultradns.net|pdns2.ultradns.net|pdns3.ultradns.org|pdns4.ultradns.org|pdns5.ultradns.info|pdns6.ultradns.co.uk,,
amazon.pl,amazon.pl,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.pl,,,,,,,ns2.amzndns.com|ns1.amzndns.org|ns2.amzndns.org|ns1.amzndns.net|ns1.amzndns.com|ns2.amzndns.net|ns2.amzndns.co.uk|ns1.amzndns.co.uk,,
amazon.sa,amazon.sa,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.sa,,,,,,,ns2.amzndns.org|ns2.amzndns.co.uk|ns1.amzndns.com|ns1.amzndns.org|ns2.amzndns.com|ns1.amzndns.net|ns1.amzndns.co.uk|ns2.amzndns.net,,
amazon.sg,amazon.sg,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.sg,,,,,,,ns1.amzndns.co.uk|ns2.amzndns.com|ns2.amzndns.co.uk|ns1.amzndns.org|ns1.amzndns.com|ns1.amzndns.net|ns2.amzndns.net|ns2.amzndns.org,,
amazonaws.com,amazonaws.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:aws-marketing-email-dmarc-rua-reports@dmarc.amazonaws.com,mailto:aws-marketing-email-dmarc-ruf-reports@dmarc.amazonaws.com,none,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com ~all,v=DMARC1; p=quarantine; sp=none; pct=100; rua=mailto:aws-marketing-email-dmarc-rua-reports@dmarc.amazonaws.com; ruf=mailto:aws-marketing-email-dmarc-ruf-reports@dmarc.amazonaws.com,amazonaws.com,,,,,,,ns-1321.awsdns-37.org|ns-1670.awsdns-16.co.uk|ns-27.awsdns-03.com|ns-967.awsdns-56.net,,
amazongames.com,amazongames.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazongames.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazongames.com - Authorization record not found: amazongames.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazongames.com - Authorization record not found: amazongames.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",ns-1284.awsdns-32.org|ns-1746.awsdns-26.co.uk|ns-918.awsdns-50.net|ns-99.awsdns-12.com,,
amazonkindle.com,amazonkindle.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazonkindle.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonkindle.com - Authorization record not found: amazonkindle.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonkindle.com - Authorization record not found: amazonkindle.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",pdns1.ultradns.net|pdns2.ultradns.net|pdns3.ultradns.org|pdns4.ultradns.org|pdns5.ultradns.info|pdns6.ultradns.co.uk,,
amazonmusic.com,amazonmusic.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazonmusic.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonmusic.com - Authorization record not found: amazonmusic.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonmusic.com - Authorization record not found: amazonmusic.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",ns1.amzndns.co.uk|ns1.amzndns.org|ns2.amzndns.co.uk|ns1.amzndns.net|ns2.amzndns.net|ns2.amzndns.com|ns2.amzndns.org|ns1.amzndns.com,,
amazonprime.com,amazonprime.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazonprime.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonprime.com - Authorization record not found: amazonprime.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonprime.com - Authorization record not found: amazonprime.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",ns1.amzndns.com|ns1.amzndns.co.uk|ns2.amzndns.com|ns1.amzndns.org|ns2.amzndns.net|ns2.amzndns.org|ns2.amzndns.co.uk|ns1.amzndns.net,,
amazonses.com,amazonses.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:rua@dmarc.amazonses.com,mailto:ruf@dmarc.amazonses.com,quarantine,"10, feedback-smtp.us-east-1.amazonses.com",,,v=spf1 ip4:199.255.192.0/22 ip4:199.127.232.0/22 ip4:54.240.0.0/18 ip4:69.169.224.0/20 ip4:23.249.208.0/20 ip4:23.251.224.0/19 ip4:76.223.176.0/20 ip4:52.82.172.0/22 ip4:54.240.64.0/19 ip4:54.240.96.0/19 ip4:76.223.128.0/19 -all,v=DMARC1; p=quarantine; rua=mailto:rua@dmarc.amazonses.com; ruf=mailto:ruf@dmarc.amazonses.com,amazonses.com,,,,,,,ns-1130.awsdns-13.org|ns-1722.awsdns-23.co.uk|ns-265.awsdns-33.com|ns-882.awsdns-46.net,,
kindle.com,kindle.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:kindle-dmarc-reports@amazon.com,mailto:kindle-dmarc-reports@amazon.com,none,"10, inbound-smtp.us-east-1.amazonaws.com",,,v=spf1 include:amazon.com ?all,v=DMARC1; p=none; pct=100; rua=mailto:kindle-dmarc-reports@amazon.com; ruf=mailto:kindle-dmarc-reports@amazon.com,kindle.com,,,,,,,ns1.amzndns.com|ns1.amzndns.co.uk|ns2.amzndns.com|ns2.amzndns.net|ns2.amzndns.co.uk|ns1.amzndns.net|ns2.amzndns.org|ns1.amzndns.org,,
payments-amazon.com,payments-amazon.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,payments-amazon.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about payments-amazon.com - Authorization record not found: payments-amazon.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about payments-amazon.com - Authorization record not found: payments-amazon.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",pdns5.ultradns.info|pdns4.ultradns.org|pdns2.ultradns.net|pdns3.ultradns.org|pdns1.ultradns.net|udns1.ultradns.net|pdns6.ultradns.co.uk,,
primevideo.com,primevideo.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,primevideo.com,,,,,,,ns-1172.awsdns-18.org|ns-1933.awsdns-49.co.uk|ns-306.awsdns-38.com|ns-532.awsdns-02.net,,
